everything ,всё,Other high-frequency words
except ,кроме,Other high-frequency words
figure (number) ,цифра,Other high-frequency words
for example ,например,Other high-frequency words
Miss ,госпожа,Other high-frequency words
Mr (also Sir) ,господин,Other high-frequency words
Mrs (also Madam) ,госпожа,Other high-frequency words
number ,число,Other high-frequency words
number (e.g. phone number) ,номер,Other high-frequency words
opinion ,мнение,Other high-frequency words
reason ,причина,Other high-frequency words
someone ,"кто-то, кто-нибудь",Other high-frequency words
something ,"что-то, что-нибудь",Other high-frequency words
that ,то,Other high-frequency words
thing ,что-то,Other high-frequency words
time (occasion) ,"раз, случай",Other high-frequency words
type (kind of) ,"вид, тип",Other high-frequency words
with ,с,Other high-frequency words
without ,без,Other high-frequency words
Australia ,Австралия,Countries
Austria ,Австрия,Countries
Belarus ,Беларусь,Countries
Belgium ,Бельгия,Countries
Canada ,Канада,Countries
China ,Китай,Countries
Cyprus ,Кипр,Countries
Denmark ,Дания,Countries
England ,Англия,Countries
Estonia ,Эстония,Countries
Finland ,Финляндия,Countries
France ,Франция,Countries
Germany ,Германия,Countries
Great Britain ,Великобритания,Countries
Greece ,Греция,Countries
Holland ,Голландия,Countries
India ,Индия,Countries
Ireland ,Ирландия,Countries
Italy ,Италия,Countries
Japan ,Япония,Countries
Latvia ,Латвия,Countries
Lithuania ,Литва,Countries
Netherlands ,Нидерланды,Countries
Northern Ireland ,Северная Ирландия,Countries
Norway ,Норвегия,Countries
Poland ,Польша,Countries
Portugal ,Португалия,Countries
Russia ,Россия,Countries
Scotland ,Шотландия,Countries
Spain ,Испания,Countries
Sweden ,Швеция,Countries
Switzerland ,Швейцария,Countries
Turkey ,Турция,Countries
Ukraine ,Украина,Countries
United Kingdom ,Соединённое Королевство,Countries
United States ,Соединённые Штаты,Countries
USA ,США,Countries
USSR ,СССР,Countries
Wales ,Уэльс,Countries
Africa ,Африка,Continents
Asia ,Азия,Continents
Australia ,Австралия,Continents
Europe ,Европа,Continents
North America ,Северная Америка,Continents
South America ,Южная Америка,Continents
American ,американец/американка,Nationalities
Austrian ,австриец/австрийка,Nationalities
Belorussian ,беларус/беларуска,Nationalities
Belgian ,бельгиец/бельгийка,Nationalities
British ,британец/британка,Nationalities
Canadian ,канадец/канадка,Nationalities
Chinese ,китаец/китаянка,Nationalities
Danish ,датчанин/датчанка,Nationalities
Dutch ,голландец/голландка,Nationalities
English ,англичанин/англичанка,Nationalities
Estonian ,эстонец/эстонка,Nationalities
European ,европеец/европейка,Nationalities
French ,француз/француженка,Nationalities
German ,немец/немка,Nationalities
Greek ,грек/гречанка,Nationalities
Indian ,индиец/индианка,Nationalities
Irish ,ирландец/ирландка,Nationalities
Italian ,итальянец/итальянка,Nationalities
Latvian ,латыш/латышка,Nationalities
Lithuanian ,литовец/литовка,Nationalities
Pole (Polish) ,поляк/полька,Nationalities
Russian ,русский/русская,Nationalities
Scottish ,шотландец/шотландка,Nationalities
Spanish ,испанец/испанка,Nationalities
Swiss ,швейцарец/швейцарка,Nationalities
Turkish ,турок/турчанка,Nationalities
Ukranian ,украинец/украинка,Nationalities
Welsh ,валлиец/валлийка,Nationalities
area ,область f,Areas/mountains/seas/places
Baltic Sea ,Балтийское море,Areas/mountains/seas/places
Black Sea ,Чёрное море,Areas/mountains/seas/places
east ,восток,Areas/mountains/seas/places
Kremlin ,Кремль,Areas/mountains/seas/places
north ,север,Areas/mountains/seas/places
Pacific Ocean ,Тихий океан,Areas/mountains/seas/places
polar circle ,полярный круг,Areas/mountains/seas/places
region ,регион,Areas/mountains/seas/places
Siberia ,Сибирь,Areas/mountains/seas/places
south ,юг,Areas/mountains/seas/places
steppe ,степь,Areas/mountains/seas/places
taiga ,тайга,Areas/mountains/seas/places
the Arctic ,Арктика,Areas/mountains/seas/places
the Channel Tunnel ,тоннель под Ла-Маншем,Areas/mountains/seas/places
the English Channel ,Ла-Манш,Areas/mountains/seas/places
the Far East ,Дальний восток,Areas/mountains/seas/places
the Mediterranean sea ,Средиземное море,Areas/mountains/seas/places
the Urals ,Урал,Areas/mountains/seas/places
tundra ,тундра,Areas/mountains/seas/places
west ,запад,Areas/mountains/seas/places
Bronze Horseman ,Медный всадник,Areas/mountains/seas/places
Catherine Palace ,Екатеринский дворец,Areas/mountains/seas/places
Hermitage ,Эрмитаж,Areas/mountains/seas/places
Lenin Mausoleum ,мавзолей Ленина,Areas/mountains/seas/places
Peterhof ,Петергоф,Areas/mountains/seas/places
Red Square ,Красная площадь,Areas/mountains/seas/places
Saint Isaac's Cathedral ,Исаакиевский собор,Areas/mountains/seas/places
Winter Palace ,Зимний дворец,Areas/mountains/seas/places
Commonwealth of Independent States (CIS) ,Содружество Независимых Государств (СНГ),Useful abbreviations and acronyms
